hs_code,description,uom,custom_duty_code
0713.3300,"Kidney beans, including white pea beans (Phaseolus vulgaris)",,0
0713.3400,Bambara beans (Vigna subterranea or Voandzeia subterranea),,0
0713.3500,Cow peas (Vigna unguiculata),,0
0713.3910,Green beans (dry whole),,0
0713.3920,Green beans (split),,0
0713.3990,Other,,0
0713.4010,Dry whole,,0
0713.4020,Split,,0
0713.5000,"Broad beans (Vicia faba var. major) and horse beans(Vicia faba var. equina, Vicia faba var.minor)",,0
0713.6000,Pigeon peas (Cajanus cajan),,0
0713.9010,Black matpe (dry whole),,0
0713.9020,Mash dry whole,,0
0713.9030,Mash split or washed,,0
0713.9090,Other,,0
0714.1000,Manioc (cassava),,0
0714.2000,Sweet potatoes,,0
0714.3000,Yams (Dioscorea spp.),,0
0714.4000,Taro (Colocasia spp.),,0
0714.5000,Yautia (Xanthosoma spp.),,0
0714.9000,Other,,0
0801.1100,Desiccated,,0
0801.1200,In the inner shell (endocarp),,10
0801.1910,Seed,,0
0801.1990,Other,,10
0801.2100,In shell,,10
0801.2200,Shelled,,10
0801.3100,In shell,,0
0801.3200,Shelled,,0
0802.1100,In shell,,10
0802.1200,Shelled,,10
0802.2100,In shell,,10
0802.2200,Shelled,,10
0802.3100,In shell,,10
0802.3200,Shelled,,10
0802.4100,In shell,,10
0802.4200,Shelled,,10
0802.5100,In shell,,0
0802.5200,Shelled,,0
0802.6100,In shell,,10
0802.6200,Shelled,,10
0802.7000,Kola nuts (Cola spp.),,10
0802.8000,Areca nuts,,20
0802.9100,"Pine nuts, in shell",,20
0802.9200,"Pine nuts, shelled",,20
0802.9900,Other,,10
0803.1000,Plantains,,20
0803.9000,Other,,20
0804.1010,Fresh,,20
0804.1020,Dried,,20
0804.2000,Figs,,20
0804.3000,Pineapples,,20
0804.4000,Avocados,,20
0804.5010,Guavas,,20
0804.5020,Mangoes,,20
0804.5030,Mangosteens,,20
0804.5040,Frozen mango,,20
0804.5050,Mango pulp,,20
0804.5090,Other,,20
0805.1000,Oranges,,20
0805.2100,Mandarins (including tangerines and satsumas),,20
0805.2200,Clementines,,20
0805.2910,Kino (fresh),,20
0805.2990,Other,,20
0805.4000,Grapefruit and pomelos,,20
0805.5000,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia,Citrus latifolia)",,20
0805.9000,Other,,20
0806.1000,Fresh,,20
0806.2000,Dried,,20
0807.1100,Watermelons,,20
0807.1900,Other,,20
0807.2000,Papaws (papayas),,20
0808.1000,Apples,,20
0808.3000,Pears,,20
0808.4000,Quinces,,20
0809.1000,Apricots,,20
0809.2100,Sour cherries (Prunus cerasus),,20
0809.2900,Other,,20
0809.3000,"Peaches, including nectarines",,20
0809.4000,Plums and sloes,,20
0810.1000,Strawberries,,20
0810.2000,"Raspberries, blackberries, mulberries and loganberries",,20
0810.3000,"Black, white or red currants and gooseberries",,20
0810.4000,"Cranberries, bilberries and other fruits of the genus Vaccinium",,20
0810.5000,Kiwifruit,,20
0810.6000,Durians,,20
0810.7000,Persimmons,,20
0810.9010,Pomegranates,,20
0810.9090,Other,,20
0811.1000,Strawberries,,20
0811.2000,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,20
0811.9000,Other,,20
0812.1000,Cherries,,20
0812.9000,Other,,20
0813.1000,Apricots,,20
0813.2000,Prunes,,20
0813.3000,Apples,,20
0813.4010,Tamarind,,0
0813.4020,Cherries,,20
0813.4040,Peaches (arroo),,20
0813.4050,Plums (allocha),,20
0813.4060,Lichis,,20
0813.4070,Raisins,,20
0813.4090,Other,,20
0813.5000,Mixtures of nuts or dried fruits of this Chapter,,20
0814.0000,"Peel of citrus fruit or melons (Including watermelons) fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,20
0901.1100,Not decaffeinated,,10
0901.1200,Decaffeinated,,10
0901.2100,Not decaffeinated,,10
0901.2200,Decaffeinated,,10
0901.9000,Other,,10
0902.1000,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,,10
0902.2000,Other green tea (not fermented),,10
0902.3000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",,10
0902.4010,Tea dust,,10
0902.4020,Black tea in a packing exceeding 3 kg,,10
0902.4090,Other,,10
0903.0000,Mate.,,10
0904.1110,Black,,5
0904.1120,White,,0
0904.1130,Pepper seeds for sowing,,0
0904.1190,Other,,0
0904.1200,Crushed or ground,,10
0904.2110,Red chillies (whole),,15
0904.2120,Red chillies seeds for sowing,,0
0904.2190,Other,,15
0904.2210,Red chillies (powder),,15
0904.2290,Other,,15
0905.1000,Neither crushed nor ground,,0
0905.2000,Crushed or ground,,0
0906.1100,Cinnamon (Cinnamomum zeylanicum Blume),,0
0906.1900,Other,,0
0906.2000,Crushed or ground,,10
0907.1000,Neither crushed nor ground,,0
0907.2000,Crushed or ground,,0
0908.1100,Neither crushed nor ground,,0
0908.1200,Crushed or ground,,0
0908.2100,Neither crushed nor ground,,0
0908.2200,Crushed or ground,,0
0908.3110,Large,,0
0908.3120,Small,,0
0908.3200,Crushed or ground,,0
0909.2100,Neither crushed nor ground,,0
0909.2200,Crushed or ground,,0
0909.3100,Neither crushed nor ground,,0
0909.3200,Crushed or ground,,0
0909.6100,Neither crushed nor ground,,0
0909.6200,Crushed or ground,,0
0910.1100,Neither crushed nor ground,,15
0910.1200,Crushed or ground,,15
0910.2000,Saffron,,0
0910.3000,Turmeric (curcuma),,15
0910.9100,Mixtures referred to in Note 1 (b) to this Chapter,,10
0910.9910,Thyme; bay leaves,,0
0910.9990,Other,,15
1001.1100,Seed,,10
1001.1900,Other,,10
1001.9100,Seed,,10
1001.9900,Other,,10
1002.1000,Seed,,0
1002.9000,Other,,0
1003.1000,Seed,,0
1003.9000,Other,,0
1004.1000,Seed,,0
1004.9000,Other,,0
1005.1000,Seed,,0
1005.9000,Other,,10
1006.1010,Seed for sowing,,0
1006.1090,Other,,10
1006.2000,Husked (brown) rice,,10
1006.3010,Basmati,,10
1006.3090,Other,,10
1006.4000,Broken rice,,10
1007.1000,Seed,,0
1007.9000,Other,,0
1008.1000,Buckwheat,,0
1008.2100,Seed,,0
1008.2900,Other,,0
1008.3000,Canary seeds,,0
1008.4000,Fonio (Digitaria spp.),,0
1008.5000,Quinoa(Chenopodium quinoa),,0
1008.6000,Triticale,,0
1008.9000,Other cereals,,5
1101.0010,Of Wheat,,5
1101.0020,Of Meslin,,10
1102.2000,Maize (corn) flour,,10
1102.9010,Rice flour,,10
1102.9090,Other,,10
1103.1100,Of wheat,,15
1103.1300,Of maize (corn),,15
1103.1900,Of other cereals,,15
1103.2000,Pellets,,15
1104.1200,Of oats,,15
1104.1900,Of other cereals,,15
1104.2200,Of oats,,15
1104.2300,Of Maize (corn),,15
1104.2900,Of other cereals,,15
1104.3000,"Germ of cereals, whole, rolled, flaked or ground",,15
1105.1000,"Flour, meal and powder",,20
1105.2000,"Flakes, granules and pellets",,20
1106.1000,Of the dried leguminous vegetables of heading 07.13,,15
1106.2000,Of sago or of roots or tubers of heading 07.14,,15
1106.3000,Of the products of Chapter- 8,,15
1107.1000,Not roasted,,10
1107.2000,Roasted,,10
1108.1100,Wheat starch,,15
1108.1200,Maize (corn) starch,,15
1108.1300,Potato starch,,15
1108.1400,Manioc (cassava) starch,,15
1108.1900,Other starches,,15
1108.2000,Inulin,,15
1109.0000,"Wheat gluten, whether or not dried.",,15
1201.1000,Seed,,0
1201.9000,Other,,0
1202.3000,Seed,,10
1202.4100,In shell,,10
1202.4200,"Shelled, whether or not broken",,10
1203.0000,Copra.,,10
1204.0000,"Linseed, whether or not broken.",,0
1205.1000,Low erucic acid rape or colza seeds,,5
1205.9000,Other,,0
1206.0000,"Sunflower seeds, whether or not broken.",,0
1207.1000,Palm nuts and kernels,,0
1207.2100,Seed,,0
1207.2900,Other,,0
1207.3000,Castor oil seeds,,0
1207.4000,Sesamum seeds,,0
1207.5000,Mustard seeds,,0
1207.6000,Safflower (Carthamus tinctorius) seeds,,0
1207.7000,Melon seeds,,0
1207.9100,Poppy seeds,,0
1207.9900,Other,,0
1208.1000,Of soya beans,,10
1208.9010,Flours of castor,,0
1208.9020,Castor meal,,0
1208.9090,Other,,0
1209.1000,Sugar beet seeds,,0
1209.2100,Lucerne (alfalfa) seeds,,0
1209.2200,Clover (Trifolium spp.) seeds,,0
1209.2300,Fescue seeds,,0
1209.2400,Kentucky blue grass (Poa pratensis L.) seeds,,0
1209.2500,"Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds",,0
1209.2900,Other,,0
1209.3000,Seeds of herbaceous plants cultivated principally for their flowers,,0
1209.9110,Of onion,,0
1209.9120,Of tomato,,0
1209.9130,Of okra,,0
1209.9190,Other,,0
1209.9900,Other,,0
1210.1000,"Hop cones, neither ground nor powdered, nor in the form of pellets",,0
1210.2000,"Hop cones, ground powdered or in the form of pellets; lupulin",,0
1211.2000,Ginseng roots,,0
1211.3000,Coca leaf,,0
1211.4000,Poppy straw,,0
1211.5000,Ephedra,,0
1211.6000,Bark of African cherry (Prunus africana),,0
1211.9000,Other,,0
1212.2100,Fit for human consumption,,0
1212.2900,Other,,0
1212.9100,Sugar beet,,0
1212.9200,Locust beans (carob),,0
1212.9300,Sugar cane,,0
1212.9400,Chicory roots,,0
1212.9900,Other,,0
1213.0000,"Cereal straw and husks, unprepared whether or not chopped, ground, pressed or in the form of pellets.",,0
1214.1000,Lucerne (alfalfa) meal and pellets,,0
1214.9000,Other,,0
1301.2000,Gum Arabic,,15
1301.9010,Cannabis resins and balsams,,20
1301.9020,Seed lac,,15
1301.9090,Other,,15
1302.1100,Opium,,20
1302.1200,Of liquorice,,15
1302.1300,Of hops,,15
1302.1400,Of ephedra,,15
1302.1900,Other,,15
1302.2000,"Pectic substances, pectinates and pectates",,15
1302.3100,Agar-agar,,15
1302.3210,Guwar gum,,20
1302.3290,Other,,15
1302.3900,Other,,10
1401.1000,Bamboos,,10
1401.2000,Rattans,,0
1401.9000,Other,,0
1404.2000,Cotton linters,,15
1404.9010,Tendu leaves (biri leaves) 1404.9020 - - - Betel leaves 6Kg .s/0 R0,,20
1404.9030,"Vegetable materials of a kind used primarily as stuffing or as padding (for example, kapok, vegetable hair and eel- grass), whether or not put up as a layer with or without supporting material.",,10
1404.9041,Broomcorn (Sorghum vulgare var technicum),,20
1404.9049,Other,,20
1404.9050,Hena leave and powder,,15
1404.9090,Other,,20
1501.1000,Lard,,20
1501.2000,Other pig fat,,20
1501.9000,Other,,10
1502.1000,Tallow,,5
1502.9000,Other,,10
1503.0010,"Lard stearin, lard oil",,20
1503.0090,Other,,10
1504.1000,Fish- liver oils and their fractions,,0
1504.2000,"Fats and oils and their fractions, of fish, other than liver oils",,0
1504.3000,"Fats and oils and their fractions, of marine mammals",,0
1505.0010,Lanolin,,10
1505.0090,Other,,10
1506.0000,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",,0
1509.2000,Extra virgin olive oil .s /0 0 T M R0,,5
1509.3000,Virgin olive oil .s /0 0 T M R0,,5
1509.4000,Other virgin olive oils .s /0 0 T M R0,,5
1509.9000,Other .s /0 0 T M R0,,6
1510.1000,Crude olive pomace oil .s /0 0 T M R0,,6
1510.9000,Other .s /0 0 T M R0,,6
1511.1000,Crude oil .s /0 0 T M R0,,8
1511.9010,Palm stearin .s /0 5 T M R0 1511.9020 - - - RBD Palm Oil 10T .s R 0 8 0 M /,,9
1511.9030,Palm olein .s /0 5 T M R0 1511.9090 - - - Other 10T .s R 0 8 0 M /,,9
1513.1100,Crude oil .s /0 5 T M R0 1513.1900 - - Other 10T .s R 0 8 0 M /,,9
1513.2100,Crude oil .s /0 5 T M R0 1513.2900 - - Other 10T .s R 0 8 0 M /,,9
1514.9100,Crude oil .s /0 5 T M R0 1514.9900 - - Other 10T .s R 0 2 0 M /,,9
1515.1100,Crude oil .s /0 0 T M R5 1515.1900 - - Other 10T .s R 0 8 0 M /,,9
1515.9000,Other .s /0 5 T M R0,,9
1520.0000,"Glycerol, crude; glycerol waters and glycerol lyes.",,10
1521.1000,Vegetable waxes,,10
1521.9010,Bees wax,,10
1521.9090,Other,,10
1522.0010,Of animals or vegetable waxes,,20
1522.0090,Other,,20
1601.0000,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products.",,20
1602.1000,Homogenised preparations,,20
1602.2000,Of liver of any animal,,20
1602.3100,Of turkeys,,20
1602.3200,Of fowls of the species Gallus domesticus (chicken),,20
1602.3900,Other,,20
1602.4100,Hams and cuts thereof,,20
1602.4200,Shoulders and cuts thereof,,20
1602.4900,"Other, including mixtures",,20
1602.5000,Of bovine animals,,20
1602.9000,"Other, including preparations of blood of any animal",,20
1603.0000,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates.",,20
1604.1100,Salmon,,20
1604.1200,Herrings,,20
1604.1300,"Sardines, sardinella and brisling or sprats",,20
1604.1400,"Tunas, skipjack tuna and bonito (Sarda spp.)",,20
1604.1500,Mackerel,,20
1604.1600,Anchovies,,20
1604.1700,Eels,,20
1604.1800,Shark fins,,20
1604.1900,Other,,20
1604.2010,Fish maws,,20
1604.2020,Fish fillet,,20
1604.2090,Other,,20
1604.3100,Caviar,,20
1604.3200,Caviar substitutes,,20
1605.1000,Crab,,20
1605.2100,Not in airtight container,,20
1605.2900,Other,,20
1605.3000,Lobster,,20
1605.4000,Other crustaceans,,20
1605.5100,Oysters,,20
1605.5200,"Scallops, including queen scallops",,20
1605.5300,Mussels,,20
1605.5400,Cuttle fish and squid,,20
1605.5500,Octopus,,20
1605.5600,"Clams, cockles and arkshells",,20
1605.5700,Abalone,,20
1605.5800,"Snails, other than sea snails",,20
1605.5900,Other,,20
1605.6100,Sea cucumbers,,20
1605.6200,Sea urchins,,20
1605.6300,Jellyfish,,20
1605.6900,Other,,20
1701.1200,Beet sugar,,20
1701.1310,Gur (Jaggery),,20
1701.1390,Other,,20
1701.1400,Other cane sugar,,20
1701.9100,Containing added flavouring or colouring matter,,10
1701.9910,White crystalline cane sugar,,20
1701.9920,White crystalline beet sugar,,20
1701.9930,Chemically pure sucrose,,10
1701.9990,Other,,10
1702.1110,Lactose,,10
1702.1120,Lactose syrup,,10
1702.1900,Other,,10
1702.2010,Maple sugar,,10
1702.2020,Maple syrup,,15
1702.3000,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,20
1702.4000,"Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar.",,20
1702.5000,Chemically pure fructose,,15
1702.6000,"Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar.",,20
1702.9010,Maltose,,10
1702.9020,Caramel,,10
1702.9030,Malto dextrins,,10
1702.9090,Other,,10
1703.1000,Cane molasses,,0
1703.9000,Other,,0
1704.1000,"Chewing gum, whether or not sugar- coated",,20
1704.9010,White chocolate,,20
1704.9090,Other,,20
1801.0000,"Cocoa beans, whole or broken, raw or roasted.",,0
1802.0000,"Cocoa shells, husks, skins and other cocoa waste.",,0
1803.1000,Not defatted,,0
1803.2000,Wholly or partly defatted,,0
1804.0000,"Cocoa butter, fat and oil.",,0
1805.0000,"Cocoa powder, not containing added sugar or other sweetening matter.",,5
1806.1000,"Cocoa powder, containing added sugar or other sweetening matter",,20
1806.2010,Chocolate preparation,,20
1806.2020,"Chocolate crumbs in packing of 25kg or more in powder, granules or briquettes.",,10
1806.2090,Other,,20
1806.3100,Filled,,20
1806.3200,Not filled,,20
1806.9000,Other,,20
1901.1000,"Preparations suitable for infants or young children, put up for retail sale",,20
1901.2000,Mixes and doughs for the preparation of bakers' wares of heading 19.05,,10
1901.9010,Malt extract,,20
1901.9020,"Preparations other than in retail packing, not containing cocoa",,15
1901.9090,Other,,15
1902.1100,Containing eggs,,20
1902.1910,Macaroni raw,,20
1902.1920,Vermacelli,,20
1902.1990,Other,,20
1902.2000,"Stuffed pasta, whether or not cooked or otherwise prepared",,20
1902.3000,Other pasta,,20
1902.4000,Couscous,,20
1903.0010,Sago,,15
1903.0090,Other,,15
1904.1010,Corn flakes,,20
1904.1090,Other,,20
1904.2000,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals,,20
1904.3000,Bulgur wheat,,20
1904.9000,Other,,20
1905.1000,Crispbread,,20
1905.2000,Gingerbread and the like,,20
1905.3100,Sweet biscuits,,20
1905.3200,Waffles and wafers,,20
1905.4000,"Rusks, toasted bread and similar toasted products",,20
1905.9000,Other,,15
2001.1000,Cucumbers and gherkins,,20
2001.9010,Pickles,,20
2001.9090,Other,,20
2002.1000,"Tomatoes, whole or in pieces",,20
2002.9010,Tomatoes paste,,20
2002.9090,Other,,20
2003.1000,Mushrooms of the genus Agaricus,,20
2003.9000,Other,,20
2004.1000,Potatoes,,20
2004.9000,Other vegetables and mixtures of vegetables,,20
2005.1000,Homogenised vegetables,,20
2005.2000,Potatoes,,20
2005.4000,Peas (Pisum sativum),,20
2005.5100,"Beans, shelled",,20
2005.5900,Other,,20
2005.6000,Asparagus,,20
2005.7000,Olives,,20
2005.8000,Sweet corn (Zea mays var. saccharata),,20
2005.9100,Bamboo shoots,,20
2005.9900,Other,,20
2006.0000,"Vegetables, fruit, nuts, fruit- peel and other parts of plants, preserved by sugar (drained, glacé or crystallised).",,20
2007.1000,Homogenised preparations,,20
2007.9100,Citrus fruit,,20
2007.9900,Other,,20
2008.1100,Ground-nuts,,15
2008.1900,"Other, including mixtures",,15
2008.2000,Pineapples,,15
2008.3000,Citrus fruit,,15
2008.4000,Pears,,15
2008.5000,Apricots,,15
2008.6000,Cherries,,15
2008.7000,"Peaches, including nectarines",,15
2008.8000,Strawberries,,15
2008.9100,Palm hearts,,15
2008.9300,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos); lingonberries (Vaccinium vitis-idaea)",,20
2008.9700,Mixtures,,20
2008.9900,Other,,20
2009.1100,Frozen,,20
2009.1200,"Not frozen, of a Brix value not exceeding 20",,20
2009.1900,Other,,20
2009.2100,Of a Brix value not exceeding 20,,20
2009.2900,Other,,20
2009.3100,Of a Brix value not exceeding 20,,20
2009.3900,Other,,20
2009.4100,Of a Brix value not exceeding 20,,20
2009.4900,Other,,20
2009.5000,Tomato juice,,20
2009.6100,Of a Brix value not exceeding 30,,20
2009.6900,Other,,20
2009.7100,Of a Brix value not exceeding 20,,20
2009.7900,Other,,20
2009.8100,"Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos) juice; lingonberry (Vaccinium vitis-idaea) juice",,20
2009.8900,Other,,20
2009.9000,Mixtures of juices,,20
2101.1110,Instant coffee in bulk,,5
2101.1120,Instant coffee in retail packs,,10
2101.1190,Other,,10
2101.1200,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee",,10
2101.2000,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate",,10
2101.3000,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",,10
2102.1000,Active yeasts,,15
2102.2000,"Inactive yeasts; other single- cell micro- organisms, dead",,15
2102.3000,Prepared baking powders,,15
2103.1000,Soya sauce,,20
2103.2000,Tomato ketchup and other tomato sauces,,20
2103.3000,Mustard flour and meal and prepared mustard,,20
2103.9000,Other,,20
2104.1000,Soups and broths and preparations therefor,,20
2104.2000,Homogenised composite food preparations,,20
2105.0000,"Ice cream and other edible ice, whether or not containing cocoa",,20
2106.1010,Protein hydrolysates,,20
2106.1090,Other,,20
2106.9010,Concentrates for aerated beverage in all forms,,20
2106.9020,Syrups and squashes,,20
2106.9030,Flavouring powders for preparation of food,,10
2106.9040,Emulsifing agents for food and dairy products,,20
2106.9050,"Preparations including tablets consisting of saccharin, lactose",,20
2106.9060,Sweet meats,,20
2106.9070,Sodium Iron (Na Fe EDTA),,20
2106.9090,Other,,20
2201.1010,Mineral waters,,20
2201.1020,Aerated waters,,20
2201.9000,Other,,20
2202.1010,Aerated waters,,20
2202.1090,Other,,20
2202.9100,Non-alcoholic beer,,20
2202.9900,Other,,20
2203.0000,Beer made from malt.,,90
2204.1000,Sparkling wine,,90
2204.2100,In containers holding 2 l or less,,90
2204.2200,In containers holding more than 2 l but not more than 10 l,,90
2204.2900,Other,,90
2204.3000,Other grape must,,90
2205.1000,In containers holding 2 l or less,,90
2205.9000,Other,,90
2206.0000,"Other fermented beverages (for example, cider, perry, mead, saké); mixtures of fermented beverages and mixtures of fermented beverages and non- alcoholic beverages, not elsewhere specified or included.",,90
